"management","node_id","taxon","abun"
"E",390,"Leaf-miner parasitoid",14915
"E",426,"Leaf-miner parasitoid",85634
"E",534,"Insect seed-feeder parasitoid",399544
"E",540,"Insect seed-feeder parasitoid",41403
"E",508,"Seed-feeding rodent",1069
"E",326,"Flower-visiting",399
"E",259,"Flower-visiting",20513
"E",308,"Flower-visiting",1399
"E",179,"Flower-visiting",19286
"E",164,"Flower-visiting",12899
"E",141,"Flower-visiting",413
"E",193,"Flower-visiting",512
"E",166,"Flower-visiting",374
"E",228,"Flower-visiting",428
"E",198,"Flower-visiting",552
"E",128,"Flower-visiting",393
"E",264,"Flower-visiting",771
"E",244,"Flower-visiting",1988
"E",303,"Flower-visiting",14255
"E",247,"Flower-visiting",774
"E",196,"Flower-visiting",1727
"E",131,"Flower-visiting",775
"E",138,"Flower-visiting",2803
"E",248,"Flower-visiting",2049
"E",237,"Flower-visiting",4976
"E",286,"Flower-visiting",395
"E",209,"Flower-visiting",1504
"E",285,"Flower-visiting",887
"E",181,"Flower-visiting",348
"E",249,"Flower-visiting",1448
"E",302,"Flower-visiting",1880
"E",252,"Flower-visiting",1113
"E",250,"Flower-visiting",348
"E",173,"Flower-visiting",1423
"E",132,"Flower-visiting",1389
"E",223,"Flower-visiting",360
"E",255,"Flower-visiting",1471
"E",142,"Flower-visiting",360
"E",143,"Flower-visiting",360
"E",222,"Flower-visiting",687
"E",158,"Flower-visiting",1047
"E",170,"Flower-visiting",360
"E",266,"Flower-visiting",360
"E",140,"Flower-visiting",900
"E",304,"Flower-visiting",2688
"E",301,"Flower-visiting",333
"E",519,"Butterfly",307
"E",524,"Butterfly",79
"E",514,"Butterfly",213
"E",516,"Butterfly",179
"E",517,"Butterfly",4709
"E",523,"Butterfly",109
"E",513,"Butterfly",595
"E",525,"Butterfly",375
"E",522,"Butterfly",71
"E",495,"Seed-feeding bird",48
"E",496,"Seed-feeding bird",299
"E",497,"Seed-feeding bird",40
"E",498,"Seed-feeding bird",1024
"E",499,"Seed-feeding bird",104
"E",500,"Seed-feeding bird",264
"E",501,"Seed-feeding bird",327
"E",502,"Seed-feeding bird",91
"E",503,"Seed-feeding bird",120
"E",504,"Seed-feeding bird",123
"E",505,"Seed-feeding bird",60
"E",3,"Plant",90
"E",54,"Plant",3420
"E",492,"Seed-feeding insect",43145
"E",494,"Seed-feeding insect",73242
"E",484,"Seed-feeding insect",748210
"E",25,"Plant",1158
"E",2,"Plant",270
"E",10,"Plant",91
"E",27,"Plant",60
"E",58,"Plant",40
"E",63,"Plant",52
"E",71,"Plant",192
"E",75,"Plant",56
"E",124,"Flower-visiting",4572
"E",323,"Flower-visiting",9
"E",212,"Flower-visiting",139
"E",345,"Aphid",1710741
"E",452,"Leaf-miner parasitoid",3855
"E",446,"Leaf-miner parasitoid",1687
"E",462,"Leaf-miner parasitoid",8515
"E",454,"Leaf-miner parasitoid",1542
"E",451,"Leaf-miner parasitoid",1906
"E",461,"Leaf-miner parasitoid",27895
"E",423,"Leaf-miner parasitoid",3831
"E",436,"Leaf-miner parasitoid",9423
"E",453,"Leaf-miner parasitoid",1542
"E",407,"Leaf-miner parasitoid",1542
"E",493,"Seed-feeding insect",11113
"E",530,"Insect seed-feeder parasitoid",2057
"E",542,"Insect seed-feeder parasitoid",92458
"E",543,"Insect seed-feeder parasitoid",76075
"E",246,"Flower-visiting",9
"E",258,"Flower-visiting",567
"E",101,"Flower-visiting",535
"E",230,"Flower-visiting",9
"E",163,"Flower-visiting",9
"E",167,"Flower-visiting",9
"E",151,"Flower-visiting",374
"E",152,"Flower-visiting",32
"E",283,"Flower-visiting",1175
"E",195,"Flower-visiting",759
"E",254,"Flower-visiting",59
"E",210,"Flower-visiting",379
"E",335,"Flower-visiting",9
"E",240,"Flower-visiting",416
"E",215,"Flower-visiting",176
"E",267,"Flower-visiting",416
"E",139,"Flower-visiting",185
"E",512,"Butterfly",61
"E",521,"Butterfly",18
"E",515,"Butterfly",65
"E",526,"Butterfly",27
"E",520,"Butterfly",38
"E",545,"Rodent ectoparasite",164
"E",548,"Rodent ectoparasite",52
"E",549,"Rodent ectoparasite",3
"E",69,"Plant",2
"E",337,"Aphid",297745
"E",60,"Plant",35
"E",236,"Flower-visiting",238
"E",127,"Flower-visiting",476
"E",231,"Flower-visiting",1205
"E",362,"Aphid",96720258
"E",464,"Leaf-miner parasitoid",21603
"E",396,"Leaf-miner parasitoid",32227
"E",287,"Flower-visiting",238
"E",270,"Flower-visiting",238
"E",306,"Flower-visiting",486
"E",305,"Flower-visiting",2434
"E",197,"Flower-visiting",476
"E",224,"Flower-visiting",608
"E",129,"Flower-visiting",1052
"E",299,"Flower-visiting",238
"E",291,"Flower-visiting",273
"E",327,"Flower-visiting",2457
"E",113,"Flower-visiting",238
"E",171,"Flower-visiting",818
"E",213,"Flower-visiting",238
"E",320,"Flower-visiting",1205
"E",284,"Flower-visiting",1255
"E",313,"Flower-visiting",2420
"E",314,"Flower-visiting",1205
"E",53,"Plant",168
"E",85,"Plant",371
"E",73,"Plant",138
"E",352,"Aphid",142479
"E",356,"Aphid",11319
"E",350,"Aphid",104462
"E",37,"Plant",6
"E",55,"Plant",2
"E",491,"Seed-feeding insect",292
"E",1,"Plant",56
"E",34,"Plant",15
"E",40,"Plant",90
"E",50,"Plant",96
"E",22,"Plant",66
"E",74,"Plant",85
"E",6,"Plant",24
"E",15,"Plant",40
"E",507,"Seed-feeding rodent",33
"E",510,"Seed-feeding rodent",520
"E",52,"Plant",40
"E",281,"Flower-visiting",10
"E",219,"Flower-visiting",45
"E",280,"Flower-visiting",10
"E",274,"Flower-visiting",10
"E",233,"Flower-visiting",89
"E",187,"Flower-visiting",124
"E",234,"Flower-visiting",10
"E",122,"Flower-visiting",777
"E",243,"Flower-visiting",101
"E",340,"Aphid",442817
"E",359,"Aphid",34464
"E",342,"Aphid",5252
"E",448,"Leaf-miner parasitoid",729
"E",399,"Leaf-miner parasitoid",771
"E",404,"Leaf-miner parasitoid",9581
"E",387,"Leaf-miner parasitoid",990
"E",444,"Leaf-miner parasitoid",219
"E",475,"Leaf-miner parasitoid",219
"E",434,"Leaf-miner parasitoid",219
"E",409,"Leaf-miner parasitoid",219
"E",424,"Leaf-miner parasitoid",2313
"E",408,"Leaf-miner parasitoid",656
"E",391,"Leaf-miner parasitoid",19000
"E",388,"Leaf-miner parasitoid",729
"E",384,"Leaf-miner parasitoid",1531
"E",393,"Leaf-miner parasitoid",584
"E",443,"Leaf-miner parasitoid",584
"E",459,"Leaf-miner parasitoid",106551
"E",476,"Seed-feeding insect",1324
"E",537,"Insect seed-feeder parasitoid",1167
"E",509,"Seed-feeding rodent",23
"E",289,"Flower-visiting",10
"E",192,"Flower-visiting",10
"E",134,"Flower-visiting",30
"E",235,"Flower-visiting",42
"E",221,"Flower-visiting",10
"E",189,"Flower-visiting",312
"E",241,"Flower-visiting",10
"E",324,"Flower-visiting",10
"E",100,"Flower-visiting",20
"E",176,"Flower-visiting",10
"E",107,"Flower-visiting",20
"E",201,"Flower-visiting",409
"E",239,"Flower-visiting",10
"E",117,"Flower-visiting",10
"E",218,"Flower-visiting",10
"E",260,"Flower-visiting",10
"E",120,"Flower-visiting",20
"E",214,"Flower-visiting",184
"E",103,"Flower-visiting",288
"E",251,"Flower-visiting",20
"E",121,"Flower-visiting",20
"E",199,"Flower-visiting",60
"E",111,"Flower-visiting",70
"E",265,"Flower-visiting",312
"E",290,"Flower-visiting",10
"E",169,"Flower-visiting",112
"E",329,"Flower-visiting",20
"E",294,"Flower-visiting",238
"E",296,"Flower-visiting",129
"E",271,"Flower-visiting",10
"E",136,"Flower-visiting",10
"E",216,"Flower-visiting",10
"E",263,"Flower-visiting",20
"E",137,"Flower-visiting",20
"E",262,"Flower-visiting",20
"E",182,"Flower-visiting",20
"E",180,"Flower-visiting",59
"E",272,"Flower-visiting",20
"E",174,"Flower-visiting",20
"E",177,"Flower-visiting",20
"E",229,"Flower-visiting",20
"E",227,"Flower-visiting",23
"E",159,"Flower-visiting",20
"E",184,"Flower-visiting",1645
"E",104,"Flower-visiting",312
"E",133,"Flower-visiting",20
"E",307,"Flower-visiting",39
"E",334,"Flower-visiting",20
"E",161,"Flower-visiting",20
"E",275,"Flower-visiting",20
"E",162,"Flower-visiting",20
"E",321,"Flower-visiting",20
"E",511,"Butterfly",10
"E",546,"Rodent ectoparasite",34
"E",547,"Rodent ectoparasite",39
"E",550,"Rodent ectoparasite",13
"E",544,"Rodent ectoparasite",244
"E",70,"Plant",150
"E",79,"Plant",2
"E",347,"Aphid",145
"E",88,"Plant",10
"E",90,"Plant",144
"E",35,"Plant",13
"E",84,"Plant",30
"E",316,"Flower-visiting",3
"E",188,"Flower-visiting",311
"E",339,"Aphid",726
"E",353,"Aphid",1597
"E",379,"Secondary aphid parasitoid",73
"E",466,"Leaf-miner parasitoid",1915
"E",411,"Leaf-miner parasitoid",99534
"E",456,"Leaf-miner parasitoid",57343
"E",432,"Leaf-miner parasitoid",73
"E",403,"Leaf-miner parasitoid",97
"E",405,"Leaf-miner parasitoid",97
"E",400,"Leaf-miner parasitoid",97
"E",406,"Leaf-miner parasitoid",97
"E",226,"Flower-visiting",3
"E",185,"Flower-visiting",28
"E",311,"Flower-visiting",3
"E",206,"Flower-visiting",3
"E",245,"Flower-visiting",28
"E",225,"Flower-visiting",53
"E",288,"Flower-visiting",3
"E",135,"Flower-visiting",3
"E",156,"Flower-visiting",4
"E",172,"Flower-visiting",3
"E",293,"Flower-visiting",744
"E",150,"Flower-visiting",676
"E",268,"Flower-visiting",53
"E",331,"Flower-visiting",3
"E",178,"Flower-visiting",7
"E",325,"Flower-visiting",7
"E",238,"Flower-visiting",7
"E",333,"Flower-visiting",562
"E",220,"Flower-visiting",7
"E",256,"Flower-visiting",7
"E",364,"Aphid",322636
"E",360,"Aphid",60494
"E",277,"Flower-visiting",327
"E",211,"Flower-visiting",302
"E",315,"Flower-visiting",302
"E",355,"Aphid",194926
"E",371,"Primary aphid parasitoid",6722
"E",300,"Flower-visiting",302
"E",165,"Flower-visiting",302
"E",109,"Flower-visiting",302
"E",18,"Plant",10
"E",31,"Plant",200
"E",478,"Seed-feeding insect",65740
"E",125,"Flower-visiting",395
"E",373,"Primary aphid parasitoid",12326
"E",450,"Leaf-miner parasitoid",6163
"E",442,"Leaf-miner parasitoid",49305
"E",485,"Seed-feeding insect",8218
"E",536,"Insect seed-feeder parasitoid",24653
"E",292,"Flower-visiting",370
"E",297,"Flower-visiting",3698
"E",217,"Flower-visiting",5177
"E",208,"Flower-visiting",740
"E",298,"Flower-visiting",740
"E",114,"Flower-visiting",1294
"E",200,"Flower-visiting",740
"E",154,"Flower-visiting",740
"E",518,"Butterfly",47
"E",65,"Plant",12
"E",21,"Plant",72
"E",89,"Plant",9
"E",87,"Plant",2
"E",68,"Plant",279
"E",83,"Plant",3
"E",477,"Seed-feeding insect",1105
"E",487,"Seed-feeding insect",552
"E",489,"Seed-feeding insect",552
"E",490,"Seed-feeding insect",552
"E",479,"Seed-feeding insect",552
"E",480,"Seed-feeding insect",552
"E",488,"Seed-feeding insect",552
"E",481,"Seed-feeding insect",6075
"E",42,"Plant",3
"E",336,"Flower-visiting",25
"E",146,"Flower-visiting",25
"E",191,"Flower-visiting",25
"E",148,"Flower-visiting",25
"E",149,"Flower-visiting",25
"E",145,"Flower-visiting",25
"E",147,"Flower-visiting",25
"E",157,"Flower-visiting",50
"E",106,"Flower-visiting",50
"E",366,"Primary aphid parasitoid",552
"E",382,"Secondary aphid parasitoid",552
"E",413,"Leaf-miner parasitoid",552
"E",392,"Leaf-miner parasitoid",552
"E",418,"Leaf-miner parasitoid",552
"E",431,"Leaf-miner parasitoid",1657
"E",474,"Leaf-miner parasitoid",552
"E",395,"Leaf-miner parasitoid",552
"E",527,"Insect seed-feeder parasitoid",1105
"E",528,"Insect seed-feeder parasitoid",1105
"E",529,"Insect seed-feeder parasitoid",552
"E",531,"Insect seed-feeder parasitoid",3314
"E",532,"Insect seed-feeder parasitoid",552
"E",533,"Insect seed-feeder parasitoid",552
"E",535,"Insect seed-feeder parasitoid",1105
"E",538,"Insect seed-feeder parasitoid",1105
"E",539,"Insect seed-feeder parasitoid",1657
"E",541,"Insect seed-feeder parasitoid",2209
"E",332,"Flower-visiting",25
"E",115,"Flower-visiting",25
"E",253,"Flower-visiting",25
"E",160,"Flower-visiting",25
"E",242,"Flower-visiting",25
"E",175,"Flower-visiting",25
"E",309,"Flower-visiting",50
"E",330,"Flower-visiting",75
"E",261,"Flower-visiting",174
"E",310,"Flower-visiting",25
"E",194,"Flower-visiting",25
"E",207,"Flower-visiting",25
"E",110,"Flower-visiting",25
"E",257,"Flower-visiting",25
"E",204,"Flower-visiting",149
"E",273,"Flower-visiting",25
"E",312,"Flower-visiting",25
"E",102,"Flower-visiting",25
"E",155,"Flower-visiting",25
"E",130,"Flower-visiting",50
"E",108,"Flower-visiting",50
"E",119,"Flower-visiting",50
"E",116,"Flower-visiting",50
"E",328,"Flower-visiting",50
"E",319,"Flower-visiting",50
"E",269,"Flower-visiting",50
"E",168,"Flower-visiting",199
"E",153,"Flower-visiting",50
"E",506,"Seed-feeding bird",2
"E",402,"Leaf-miner parasitoid",6391
"E",93,"Plant",10
"E",9,"Plant",10
"E",338,"Aphid",2486
"E",92,"Plant",3
"E",43,"Plant",3
"E",29,"Plant",4
"E",118,"Flower-visiting",37
"E",346,"Aphid",6629
"E",375,"Primary aphid parasitoid",1657
"E",414,"Leaf-miner parasitoid",3314
"E",398,"Leaf-miner parasitoid",3314
"E",449,"Leaf-miner parasitoid",829
"E",416,"Leaf-miner parasitoid",829
"E",460,"Leaf-miner parasitoid",829
"E",468,"Leaf-miner parasitoid",1657
"E",473,"Leaf-miner parasitoid",829
"E",428,"Leaf-miner parasitoid",128742
"E",472,"Leaf-miner parasitoid",272267
"E",420,"Leaf-miner parasitoid",93502
"E",427,"Leaf-miner parasitoid",530439
"E",386,"Leaf-miner parasitoid",100612
"E",385,"Leaf-miner parasitoid",100612
"E",383,"Leaf-miner parasitoid",11295
"E",205,"Flower-visiting",75
"E",551,"Rodent ectoparasite",6
"SE",11,"Plant",1780.97297297297
"SE",77,"Plant",1135.67567567568
"SE",78,"Plant",1389.69369369369
"SE",26,"Plant",58811
"SE",20,"Plant",312
"SE",76,"Plant",60
"SE",61,"Plant",6685.16216216216
"SE",95,"Crop",280
"SE",99,"Crop",158
"SE",28,"Plant",17967.990990991
"SE",98,"Crop",32
"SE",66,"Plant",4
"SE",38,"Plant",1331.3963963964
"SE",97,"Crop",28
"SE",44,"Plant",9547.87387387387
"SE",19,"Plant",1012.38738738739
"SE",33,"Plant",1095.65765765766
"SE",358,"Aphid",86810713.6036036
"SE",343,"Aphid",235098653
"SE",361,"Aphid",2769366.16216216
"SE",341,"Aphid",13062290.4054054
"SE",14,"Plant",14207.027027027
"SE",86,"Plant",77
"SE",64,"Plant",1390.41441441441
"SE",17,"Plant",188.486486486486
"SE",94,"Crop",9
"SE",96,"Crop",12
"SE",482,"Seed-feeding insect",197282.36036036
"SE",483,"Seed-feeding insect",253304
"SE",486,"Seed-feeding insect",949456.36036036
"SE",4,"Plant",66
"SE",5,"Plant",660
"SE",7,"Plant",4364.46846846847
"SE",12,"Plant",316.567567567568
"SE",30,"Plant",126
"SE",36,"Plant",124
"SE",39,"Plant",15
"SE",47,"Plant",130
"SE",49,"Plant",559.963963963964
"SE",57,"Plant",352.90990990991
"SE",59,"Plant",119.765765765766
"SE",67,"Plant",274.756756756757
"SE",72,"Plant",297
"SE",80,"Plant",608.306306306306
"SE",82,"Plant",42
"SE",62,"Plant",72.9009009009009
"SE",24,"Plant",14
"SE",32,"Plant",325.009009009009
"SE",91,"Plant",129.72972972973
"SE",8,"Plant",24
"SE",13,"Plant",204.837837837838
"SE",16,"Plant",140
"SE",23,"Plant",20
"SE",41,"Plant",60
"SE",45,"Plant",90
"SE",46,"Plant",51.3513513513514
"SE",48,"Plant",85.6216216216216
"SE",51,"Plant",155
"SE",56,"Plant",8
"SE",81,"Plant",3
"SE",3,"Plant",36
"SE",54,"Plant",2280
"SE",492,"Seed-feeding insect",103317.459459459
"SE",494,"Seed-feeding insect",38179
"SE",484,"Seed-feeding insect",1546489.62162162
"SE",25,"Plant",579
"SE",2,"Plant",303.567567567568
"SE",508,"Seed-feeding rodent",1231.18018018018
"SE",10,"Plant",78
"SE",27,"Plant",41.3513513513514
"SE",58,"Plant",30
"SE",63,"Plant",52
"SE",71,"Plant",96
"SE",75,"Plant",62.6306306306306
"SE",69,"Plant",2
"SE",337,"Aphid",598895.657657658
"SE",60,"Plant",39.3513513513514
"SE",53,"Plant",42
"SE",85,"Plant",212
"SE",73,"Plant",138
"SE",352,"Aphid",83370
"SE",356,"Aphid",1094
"SE",350,"Aphid",157550
"SE",37,"Plant",3
"SE",55,"Plant",2
"SE",491,"Seed-feeding insect",584
"SE",493,"Seed-feeding insect",6528
"SE",1,"Plant",28
"SE",34,"Plant",15
"SE",40,"Plant",60
"SE",50,"Plant",64
"SE",22,"Plant",22
"SE",74,"Plant",68
"SE",6,"Plant",8
"SE",15,"Plant",21.3513513513514
"SE",507,"Seed-feeding rodent",56
"SE",510,"Seed-feeding rodent",332
"SE",52,"Plant",20
"SE",70,"Plant",150
"SE",79,"Plant",2
"SE",347,"Aphid",290
"SE",88,"Plant",10
"SE",90,"Plant",48
"SE",35,"Plant",13
"SE",509,"Seed-feeding rodent",19
"SE",84,"Plant",15
"SE",364,"Aphid",645272
"SE",360,"Aphid",120988
"SE",18,"Plant",11.3513513513514
"SE",31,"Plant",241.441441441441
"SE",478,"Seed-feeding insect",158723.603603604
"SE",105,"Flower-visiting",377
"SE",317,"Flower-visiting",3468
"SE",202,"Flower-visiting",381
"SE",123,"Flower-visiting",8417.66666666667
"SE",183,"Flower-visiting",433
"SE",126,"Flower-visiting",4948
"SE",318,"Flower-visiting",4079
"SE",276,"Flower-visiting",1614.66666666667
"SE",144,"Flower-visiting",387
"SE",322,"Flower-visiting",693
"SE",279,"Flower-visiting",416
"SE",278,"Flower-visiting",386
"SE",190,"Flower-visiting",1012
"SE",186,"Flower-visiting",1264
"SE",282,"Flower-visiting",386
"SE",203,"Flower-visiting",386
"SE",232,"Flower-visiting",1807
"SE",295,"Flower-visiting",1284
"SE",112,"Flower-visiting",11595
"SE",349,"Aphid",2010187
"SE",363,"Aphid",76733266.4054054
"SE",348,"Aphid",1997917
"SE",354,"Aphid",135563
"SE",357,"Aphid",35229947.8108108
"SE",351,"Aphid",681483
"SE",344,"Aphid",400041.630630631
"SE",376,"Secondary aphid parasitoid",281529
"SE",377,"Secondary aphid parasitoid",377694.45045045
"SE",368,"Primary aphid parasitoid",74403
"SE",367,"Primary aphid parasitoid",24919
"SE",378,"Secondary aphid parasitoid",86734.8288288288
"SE",374,"Primary aphid parasitoid",131298
"SE",369,"Primary aphid parasitoid",102129
"SE",365,"Primary aphid parasitoid",277976.900900901
"SE",381,"Secondary aphid parasitoid",411164
"SE",380,"Secondary aphid parasitoid",44345
"SE",370,"Primary aphid parasitoid",114748
"SE",372,"Primary aphid parasitoid",8568
"SE",445,"Leaf-miner parasitoid",1440038.4954955
"SE",438,"Leaf-miner parasitoid",371207.747747748
"SE",422,"Leaf-miner parasitoid",55571.018018018
"SE",467,"Leaf-miner parasitoid",66331.0540540541
"SE",470,"Leaf-miner parasitoid",777633.648648649
"SE",421,"Leaf-miner parasitoid",26100
"SE",439,"Leaf-miner parasitoid",366535.630630631
"SE",469,"Leaf-miner parasitoid",76069.4684684685
"SE",412,"Leaf-miner parasitoid",20133
"SE",417,"Leaf-miner parasitoid",18723
"SE",471,"Leaf-miner parasitoid",58782.6306306306
"SE",437,"Leaf-miner parasitoid",88616.4684684685
"SE",447,"Leaf-miner parasitoid",92128.2792792793
"SE",415,"Leaf-miner parasitoid",202686
"SE",410,"Leaf-miner parasitoid",20452
"SE",463,"Leaf-miner parasitoid",13160
"SE",435,"Leaf-miner parasitoid",96923.2792792793
"SE",425,"Leaf-miner parasitoid",96560.6666666667
"SE",455,"Leaf-miner parasitoid",46124.6486486486
"SE",458,"Leaf-miner parasitoid",4002
"SE",440,"Leaf-miner parasitoid",16008
"SE",419,"Leaf-miner parasitoid",4002
"SE",429,"Leaf-miner parasitoid",6131
"SE",457,"Leaf-miner parasitoid",157410
"SE",433,"Leaf-miner parasitoid",85828
"SE",441,"Leaf-miner parasitoid",15908.6306306306
"SE",389,"Leaf-miner parasitoid",24523.036036036
"SE",397,"Leaf-miner parasitoid",9974
"SE",465,"Leaf-miner parasitoid",18711.018018018
"SE",430,"Leaf-miner parasitoid",4177
"SE",401,"Leaf-miner parasitoid",45803.018018018
"SE",394,"Leaf-miner parasitoid",6580
"SE",390,"Leaf-miner parasitoid",3290
"SE",426,"Leaf-miner parasitoid",80007.018018018
"SE",534,"Insect seed-feeder parasitoid",462545.144144144
"SE",540,"Insect seed-feeder parasitoid",26536.8288288288
"SE",326,"Flower-visiting",374
"SE",259,"Flower-visiting",21086.045045045
"SE",308,"Flower-visiting",1425.66666666667
"SE",179,"Flower-visiting",19288.5855855856
"SE",164,"Flower-visiting",13070.9189189189
"SE",141,"Flower-visiting",388
"SE",193,"Flower-visiting",413
"SE",166,"Flower-visiting",374
"SE",228,"Flower-visiting",403
"SE",198,"Flower-visiting",527
"SE",128,"Flower-visiting",393
"SE",264,"Flower-visiting",771
"SE",244,"Flower-visiting",1913
"SE",303,"Flower-visiting",15208.045045045
"SE",247,"Flower-visiting",675
"SE",196,"Flower-visiting",1727
"SE",131,"Flower-visiting",775
"SE",138,"Flower-visiting",2879.66666666667
"SE",248,"Flower-visiting",1976.66666666667
"SE",237,"Flower-visiting",5780.58558558559
"SE",286,"Flower-visiting",296
"SE",209,"Flower-visiting",1634.79279279279
"SE",285,"Flower-visiting",663
"SE",181,"Flower-visiting",348
"SE",249,"Flower-visiting",1249
"SE",302,"Flower-visiting",1855
"SE",252,"Flower-visiting",1241.33333333333
"SE",250,"Flower-visiting",348
"SE",173,"Flower-visiting",1398
"SE",132,"Flower-visiting",1389
"SE",223,"Flower-visiting",360
"SE",255,"Flower-visiting",1471
"SE",142,"Flower-visiting",360
"SE",143,"Flower-visiting",360
"SE",222,"Flower-visiting",662
"SE",158,"Flower-visiting",1050
"SE",170,"Flower-visiting",360
"SE",266,"Flower-visiting",360
"SE",140,"Flower-visiting",900
"SE",304,"Flower-visiting",3048.79279279279
"SE",301,"Flower-visiting",333
"SE",519,"Butterfly",299.738738738739
"SE",524,"Butterfly",74
"SE",514,"Butterfly",204
"SE",516,"Butterfly",170
"SE",517,"Butterfly",4846.37837837838
"SE",523,"Butterfly",109
"SE",513,"Butterfly",574.684684684685
"SE",525,"Butterfly",339.738738738739
"SE",522,"Butterfly",71
"SE",495,"Seed-feeding bird",48
"SE",496,"Seed-feeding bird",303.666666666667
"SE",497,"Seed-feeding bird",40
"SE",498,"Seed-feeding bird",1025.9009009009
"SE",499,"Seed-feeding bird",105.756756756757
"SE",500,"Seed-feeding bird",270.837837837838
"SE",501,"Seed-feeding bird",303.666666666667
"SE",502,"Seed-feeding bird",73.2162162162162
"SE",503,"Seed-feeding bird",123.108108108108
"SE",504,"Seed-feeding bird",123.108108108108
"SE",505,"Seed-feeding bird",8
"SE",124,"Flower-visiting",4654.45945945946
"SE",323,"Flower-visiting",9
"SE",212,"Flower-visiting",139
